GeoFips,GeoName,LineCode,Description,2020
13000,Georgia,27,        Textile mills and textile product mills,3721.3
13000,Georgia,28,"        Apparel, leather, and allied product manufacturing",113.3
13000,Georgia,29,        Paper manufacturing,3737.6
13000,Georgia,30,        Printing and related support activities,1130.8
13000,Georgia,31,        Petroleum and coal products manufacturing,982.4
13000,Georgia,32,        Chemical manufacturing,4573.7
13000,Georgia,33,        Plastics and rubber products manufacturing,2676.6
13000,Georgia,34,    Wholesale trade,39931.1
13000,Georgia,35,    Retail trade,31750.9
13000,Georgia,36,    Transportation and warehousing,17515.1
13000,Georgia,37,      Air transportation,4521.2
13000,Georgia,38,      Rail transportation,963.1
13000,Georgia,39,      Water transportation,35.1
13000,Georgia,40,      Truck transportation,4316.8
13000,Georgia,41,      Transit and ground passenger transportation,301.6
13000,Georgia,42,      Pipeline transportation,283.1
13000,Georgia,43,      Other transportation and support activities,3657
13000,Georgia,44,      Warehousing and storage,3287.9
13000,Georgia,45,    Information,54062.6
13000,Georgia,46,      Publishing industries (except Internet),8387
13000,Georgia,47,      Motion picture and sound recording industries,1824.5
13000,Georgia,48,      Broadcasting (except Internet) and telecommunications,35537.3
13000,Georgia,49,"      Data processing, hosting, and other information services",8298.7
13000,Georgia,50,"    Finance, insurance, real estate, rental, and leasing",112497.7
13000,Georgia,51,      Finance and insurance,36121.6
13000,Georgia,52,"        Monetary Authorities- central bank, credit intermediation, and related services",19726
13000,Georgia,53,"        Securities, commodity contracts, and other financial investments and related activities",3184.8
13000,Georgia,54,        Insurance carriers and related activities,13526.9
13000,Georgia,55,"        Funds, trusts, and other financial vehicles",321
13000,Georgia,56,      Real estate and rental and leasing,77491.3
13000,Georgia,57,        Real estate,56888.5
13000,Georgia,58,        Rental and leasing services and lessors of nonfinancial intangible assets,22409.1
13000,Georgia,59,    Professional and business services,73554.2
13000,Georgia,60,"      Professional, scientific, and technical services",39193.8
13000,Georgia,61,        Legal services,5550.6
13000,Georgia,62,        Computer systems design and related services,10921.4
13000,Georgia,63,"        Miscellaneous professional, scientific, and technical services",22993.7
13000,Georgia,64,      Management of companies and enterprises,16124.3
13000,Georgia,65,      Administrative and support and waste management and remediation services,18769.5
13000,Georgia,66,        Administrative and support services,17964.8
13000,Georgia,67,        Waste management and remediation services,811.8
13000,Georgia,68,"    Educational services, health care, and social assistance",40427
13000,Georgia,69,      Educational services,5400.5
13000,Georgia,70,      Health care and social assistance,35083.2
13000,Georgia,71,        Ambulatory health care services,20363.8
13000,Georgia,72,        Hospitals,10891.7
13000,Georgia,73,        Nursing and residential care facilities,2109.5
13000,Georgia,74,        Social assistance,1902
13000,Georgia,75,"    Arts, entertainment, recreation, accommodation, and food services",12880
13000,Georgia,76,"      Arts, entertainment, and recreation",2512.5
13000,Georgia,77,"        Performing arts, spectator sports, museums, and related activities",1390
13000,Georgia,78,"        Amusement, gambling, and recreation industries",1121.9
13000,Georgia,79,      Accommodation and food services,10374.2
13000,Georgia,80,        Accommodation,1844
13000,Georgia,81,        Food services and drinking places,8491.9
13000,Georgia,82,    Other services (except government and government enterprises),8344.2
13000,Georgia,83,  Government and government enterprises,59935.8
13000,Georgia,84,    Federal civilian,13924.1
13000,Georgia,85,    Military,7370.8
13000,Georgia,86,    State and local,38691.3
13000,Georgia,,Addenda:,
13000,Georgia,87,Natural resources and mining,6367.1
13000,Georgia,88,Trade,71579.2
13000,Georgia,89,Transportation and utilities,27464.2
13000,Georgia,90,Manufacturing and information,101908.8
13000,Georgia,91,Private goods-producing industries 2/,78042.7
13000,Georgia,92,Private services-providing industries 3/,398875.2
15000,Hawaii,1,All industry total,70625.2
15000,Hawaii,2,  Private industries,55017.3
15000,Hawaii,3,"    Agriculture, forestry, fishing and hunting",562.4
15000,Hawaii,4,      Farms,480.2
15000,Hawaii,5,"      Forestry, fishing, and related activities",80
15000,Hawaii,6,"    Mining, quarrying, and oil and gas extraction",72.8
15000,Hawaii,7,      Oil and gas extraction,0.2
15000,Hawaii,8,      Mining (except oil and gas),72
15000,Hawaii,9,      Support activities for mining,0.2
15000,Hawaii,10,    Utilities,1575.5
15000,Hawaii,11,    Construction,3913.3
15000,Hawaii,12,    Manufacturing,1439
15000,Hawaii,13,      Durable goods manufacturing,345.9
15000,Hawaii,14,        Wood product manufacturing,10.2
15000,Hawaii,15,        Nonmetallic mineral product manufacturing,104
15000,Hawaii,16,        Primary metal manufacturing,2.3
15000,Hawaii,17,        Fabricated metal product manufacturing,22.8
15000,Hawaii,18,        Machinery manufacturing,5.3
15000,Hawaii,19,        Computer and electronic product manufacturing,50.6
15000,Hawaii,20,"        Electrical equipment, appliance, and component manufacturing",2.9
15000,Hawaii,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",1.1
15000,Hawaii,22,        Other transportation equipment manufacturing,76.7
15000,Hawaii,23,        Furniture and related product manufacturing,26.7
15000,Hawaii,24,        Miscellaneous manufacturing,49
15000,Hawaii,25,      Nondurable goods manufacturing,1077.5
15000,Hawaii,26,        Food and beverage and tobacco product manufacturing,365.4
15000,Hawaii,27,        Textile mills and textile product mills,13.9
15000,Hawaii,28,"        Apparel, leather, and allied product manufacturing",15
15000,Hawaii,29,        Paper manufacturing,7.1
15000,Hawaii,30,        Printing and related support activities,39.3
15000,Hawaii,31,        Petroleum and coal products manufacturing,578.9
15000,Hawaii,32,        Chemical manufacturing,80.9
15000,Hawaii,33,        Plastics and rubber products manufacturing,23.8
15000,Hawaii,34,    Wholesale trade,2395.9
15000,Hawaii,35,    Retail trade,5279.7
15000,Hawaii,36,    Transportation and warehousing,2638.9
15000,Hawaii,37,      Air transportation,1446.8
15000,Hawaii,38,      Rail transportation,0
15000,Hawaii,39,      Water transportation,160.4
15000,Hawaii,40,      Truck transportation,224.8
15000,Hawaii,41,      Transit and ground passenger transportation,175.7
15000,Hawaii,42,      Pipeline transportation,(L)
15000,Hawaii,43,      Other transportation and support activities,555.4
15000,Hawaii,44,      Warehousing and storage,43.4
15000,Hawaii,45,    Information,2051.7
15000,Hawaii,46,      Publishing industries (except Internet),226.9
15000,Hawaii,47,      Motion picture and sound recording industries,163.3
15000,Hawaii,48,      Broadcasting (except Internet) and telecommunications,1447.3
15000,Hawaii,49,"      Data processing, hosting, and other information services",224.6
15000,Hawaii,50,"    Finance, insurance, real estate, rental, and leasing",15476.2
15000,Hawaii,51,      Finance and insurance,2739.9
15000,Hawaii,52,"        Monetary Authorities- central bank, credit intermediation, and related services",813.2
15000,Hawaii,53,"        Securities, commodity contracts, and other financial investments and related activities",192.5
15000,Hawaii,54,        Insurance carriers and related activities,1770.9
15000,Hawaii,55,"        Funds, trusts, and other financial vehicles",7
15000,Hawaii,56,      Real estate and rental and leasing,12702.1
15000,Hawaii,57,        Real estate,11241.8
15000,Hawaii,58,        Rental and leasing services and lessors of nonfinancial intangible assets,1458.1
15000,Hawaii,59,    Professional and business services,6655.3
15000,Hawaii,60,"      Professional, scientific, and technical services",3391.8
15000,Hawaii,61,        Legal services,586.3
15000,Hawaii,62,        Computer systems design and related services,687.2
15000,Hawaii,63,"        Miscellaneous professional, scientific, and technical services",2131.5
15000,Hawaii,64,      Management of companies and enterprises,1166.7
15000,Hawaii,65,      Administrative and support and waste management and remediation services,2138.4
15000,Hawaii,66,        Administrative and support services,1910
15000,Hawaii,67,        Waste management and remediation services,223.9
15000,Hawaii,68,"    Educational services, health care, and social assistance",6486.6
15000,Hawaii,69,      Educational services,740.7
15000,Hawaii,70,      Health care and social assistance,5763.5
15000,Hawaii,71,        Ambulatory health care services,3182.1
15000,Hawaii,72,        Hospitals,1702.4
15000,Hawaii,73,        Nursing and residential care facilities,390.4
15000,Hawaii,74,        Social assistance,509.2
15000,Hawaii,75,"    Arts, entertainment, recreation, accommodation, and food services",5118.5
15000,Hawaii,76,"      Arts, entertainment, and recreation",646.4
15000,Hawaii,77,"        Performing arts, spectator sports, museums, and related activities",317.4
15000,Hawaii,78,"        Amusement, gambling, and recreation industries",328.7
15000,Hawaii,79,      Accommodation and food services,4474.2
15000,Hawaii,80,        Accommodation,2963.2
15000,Hawaii,81,        Food services and drinking places,1525.1
15000,Hawaii,82,    Other services (except government and government enterprises),1475.7
15000,Hawaii,83,  Government and government enterprises,15589.4
15000,Hawaii,84,    Federal civilian,4345.2
15000,Hawaii,85,    Military,4321.3
15000,Hawaii,86,    State and local,6904.3
15000,Hawaii,,Addenda:,
15000,Hawaii,87,Natural resources and mining,634.4
15000,Hawaii,88,Trade,7672.4
15000,Hawaii,89,Transportation and utilities,4232.4
15000,Hawaii,90,Manufacturing and information,3480.6
15000,Hawaii,91,Private goods-producing industries 2/,6041.1
15000,Hawaii,92,Private services-providing industries 3/,48966.5
16000,Idaho,1,All industry total,73655.4
16000,Idaho,2,  Private industries,64760.6
16000,Idaho,3,"    Agriculture, forestry, fishing and hunting",5732.6
16000,Idaho,4,      Farms,5276
16000,Idaho,5,"      Forestry, fishing, and related activities",530.8
16000,Idaho,6,"    Mining, quarrying, and oil and gas extraction",682.5
16000,Idaho,7,      Oil and gas extraction,12
16000,Idaho,8,      Mining (except oil and gas),644.6
16000,Idaho,9,      Support activities for mining,31.4
16000,Idaho,10,    Utilities,1254.8
16000,Idaho,11,    Construction,3345.7
16000,Idaho,12,    Manufacturing,8454.7
16000,Idaho,13,      Durable goods manufacturing,5045.4
16000,Idaho,14,        Wood product manufacturing,530.2
16000,Idaho,15,        Nonmetallic mineral product manufacturing,128
16000,Idaho,16,        Primary metal manufacturing,239.7
16000,Idaho,17,        Fabricated metal product manufacturing,512.3
16000,Idaho,18,        Machinery manufacturing,241.7
16000,Idaho,19,        Computer and electronic product manufacturing,2796.7
16000,Idaho,20,"        Electrical equipment, appliance, and component manufacturing",146.7
16000,Idaho,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",122.1
16000,Idaho,22,        Other transportation equipment manufacturing,83.7
16000,Idaho,23,        Furniture and related product manufacturing,97.9
16000,Idaho,24,        Miscellaneous manufacturing,135.9
16000,Idaho,25,      Nondurable goods manufacturing,3390.4
16000,Idaho,26,        Food and beverage and tobacco product manufacturing,2344.9
16000,Idaho,27,        Textile mills and textile product mills,24.6
16000,Idaho,28,"        Apparel, leather, and allied product manufacturing",19.2
16000,Idaho,29,        Paper manufacturing,280.3
16000,Idaho,30,        Printing and related support activities,95.5
16000,Idaho,31,        Petroleum and coal products manufacturing,17.9
16000,Idaho,32,        Chemical manufacturing,351.8
16000,Idaho,33,        Plastics and rubber products manufacturing,238.3
16000,Idaho,34,    Wholesale trade,4807.5
16000,Idaho,35,    Retail trade,6325.3
16000,Idaho,36,    Transportation and warehousing,1791.9
16000,Idaho,37,      Air transportation,95.6
16000,Idaho,38,      Rail transportation,246.7
16000,Idaho,39,      Water transportation,6
16000,Idaho,40,      Truck transportation,829.8
16000,Idaho,41,      Transit and ground passenger transportation,67.2
16000,Idaho,42,      Pipeline transportation,9.7
16000,Idaho,43,      Other transportation and support activities,385
16000,Idaho,44,      Warehousing and storage,130.4
16000,Idaho,45,    Information,1782.4
16000,Idaho,46,      Publishing industries (except Internet),405.9
16000,Idaho,47,      Motion picture and sound recording industries,32.7
16000,Idaho,48,      Broadcasting (except Internet) and telecommunications,853.9
16000,Idaho,49,"      Data processing, hosting, and other information services",487.1
16000,Idaho,50,"    Finance, insurance, real estate, rental, and leasing",12597
16000,Idaho,51,      Finance and insurance,3072.2
16000,Idaho,52,"        Monetary Authorities- central bank, credit intermediation, and related services",1163.3
16000,Idaho,53,"        Securities, commodity contracts, and other financial investments and related activities",314.9
16000,Idaho,54,        Insurance carriers and related activities,1458.5
16000,Idaho,55,"        Funds, trusts, and other financial vehicles",147.7
16000,Idaho,56,      Real estate and rental and leasing,9503.7
16000,Idaho,57,        Real estate,8873.4
16000,Idaho,58,        Rental and leasing services and lessors of nonfinancial intangible assets,666.3
16000,Idaho,59,    Professional and business services,8467.5
16000,Idaho,60,"      Professional, scientific, and technical services",4599.3
16000,Idaho,61,        Legal services,387.6
16000,Idaho,62,        Computer systems design and related services,898.6
16000,Idaho,63,"        Miscellaneous professional, scientific, and technical services",3362.4
16000,Idaho,64,      Management of companies and enterprises,1121.8
16000,Idaho,65,      Administrative and support and waste management and remediation services,2775.7
16000,Idaho,66,        Administrative and support services,2320.6
16000,Idaho,67,        Waste management and remediation services,456.4
16000,Idaho,68,"    Educational services, health care, and social assistance",6455.7
16000,Idaho,69,      Educational services,553
16000,Idaho,70,      Health care and social assistance,5904.3
16000,Idaho,71,        Ambulatory health care services,3109.6
16000,Idaho,72,        Hospitals,1970.3
16000,Idaho,73,        Nursing and residential care facilities,506.1
16000,Idaho,74,        Social assistance,368.9
16000,Idaho,75,"    Arts, entertainment, recreation, accommodation, and food services",2080.8
16000,Idaho,76,"      Arts, entertainment, and recreation",440.3
16000,Idaho,77,"        Performing arts, spectator sports, museums, and related activities",82.6
16000,Idaho,78,"        Amusement, gambling, and recreation industries",357.6
16000,Idaho,79,      Accommodation and food services,1642.1
16000,Idaho,80,        Accommodation,444.6
16000,Idaho,81,        Food services and drinking places,1200.2
16000,Idaho,82,    Other services (except government and government enterprises),1221.4
16000,Idaho,83,  Government and government enterprises,8945
16000,Idaho,84,    Federal civilian,1847
16000,Idaho,85,    Military,548.6
16000,Idaho,86,    State and local,6551.3
16000,Idaho,,Addenda:,
16000,Idaho,87,Natural resources and mining,6281.2
16000,Idaho,88,Trade,11125.6
16000,Idaho,89,Transportation and utilities,3041.8
16000,Idaho,90,Manufacturing and information,10246.8
16000,Idaho,91,Private goods-producing industries 2/,18152
16000,Idaho,92,Private services-providing industries 3/,46628.6
17000,Illinois,1,All industry total,737643.6
17000,Illinois,2,  Private industries,668719
17000,Illinois,3,"    Agriculture, forestry, fishing and hunting",10227.8
17000,Illinois,4,      Farms,9988.9
17000,Illinois,5,"      Forestry, fishing, and related activities",379.4
17000,Illinois,6,"    Mining, quarrying, and oil and gas extraction",1820.8
17000,Illinois,7,      Oil and gas extraction,544.9
17000,Illinois,8,      Mining (except oil and gas),1444.2
17000,Illinois,9,      Support activities for mining,76.5
17000,Illinois,10,    Utilities,13316.2
17000,Illinois,11,    Construction,21450.3
17000,Illinois,12,    Manufacturing,99933.6
17000,Illinois,13,      Durable goods manufacturing,45424.7
17000,Illinois,14,        Wood product manufacturing,497.2
17000,Illinois,15,        Nonmetallic mineral product manufacturing,1855.9
17000,Illinois,16,        Primary metal manufacturing,3197.5
17000,Illinois,17,        Fabricated metal product manufacturing,7870.1
17000,Illinois,18,        Machinery manufacturing,10672.9
17000,Illinois,19,        Computer and electronic product manufacturing,8145.4
17000,Illinois,20,"        Electrical equipment, appliance, and component manufacturing",3762.7
17000,Illinois,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",4011.5
17000,Illinois,22,        Other transportation equipment manufacturing,552.5
17000,Illinois,23,        Furniture and related product manufacturing,991.4
17000,Illinois,24,        Miscellaneous manufacturing,4727.7
17000,Illinois,25,      Nondurable goods manufacturing,54964.9
17000,Illinois,26,        Food and beverage and tobacco product manufacturing,11432.7
17000,Illinois,27,        Textile mills and textile product mills,227
17000,Illinois,28,"        Apparel, leather, and allied product manufacturing",386.8
17000,Illinois,29,        Paper manufacturing,1758.8
17000,Illinois,30,        Printing and related support activities,2506.5
17000,Illinois,31,        Petroleum and coal products manufacturing,12376.1
17000,Illinois,32,        Chemical manufacturing,20114.8
17000,Illinois,33,        Plastics and rubber products manufacturing,5728.9
17000,Illinois,34,    Wholesale trade,57211.7
17000,Illinois,35,    Retail trade,41277.6
17000,Illinois,36,    Transportation and warehousing,25652.7
17000,Illinois,37,      Air transportation,4801.7
17000,Illinois,38,      Rail transportation,2040.9
17000,Illinois,39,      Water transportation,230.5
17000,Illinois,40,      Truck transportation,6935.8
17000,Illinois,41,      Transit and ground passenger transportation,1534.2
17000,Illinois,42,      Pipeline transportation,594.5
17000,Illinois,43,      Other transportation and support activities,5677.6
17000,Illinois,44,      Warehousing and storage,3521.1
17000,Illinois,45,    Information,34823.2
17000,Illinois,46,      Publishing industries (except Internet),8064.1
17000,Illinois,47,      Motion picture and sound recording industries,1178.8
17000,Illinois,48,      Broadcasting (except Internet) and telecommunications,15266.9
17000,Illinois,49,"      Data processing, hosting, and other information services",10233.4
17000,Illinois,50,"    Finance, insurance, real estate, rental, and leasing",161351.3
17000,Illinois,51,      Finance and insurance,68733.1
17000,Illinois,52,"        Monetary Authorities- central bank, credit intermediation, and related services",20939.4
17000,Illinois,53,"        Securities, commodity contracts, and other financial investments and related activities",9776.5
17000,Illinois,54,        Insurance carriers and related activities,38088.3
17000,Illinois,55,"        Funds, trusts, and other financial vehicles",1042.9
17000,Illinois,56,      Real estate and rental and leasing,92295
17000,Illinois,57,        Real estate,82101.6
17000,Illinois,58,        Rental and leasing services and lessors of nonfinancial intangible assets,10180.7
17000,Illinois,59,    Professional and business services,107989.9
17000,Illinois,60,"      Professional, scientific, and technical services",65966.4
17000,Illinois,61,        Legal services,12859.3
17000,Illinois,62,        Computer systems design and related services,14823.8
17000,Illinois,63,"        Miscellaneous professional, scientific, and technical services",38820
17000,Illinois,64,      Management of companies and enterprises,16760.5
17000,Illinois,65,      Administrative and support and waste management and remediation services,25179.4
17000,Illinois,66,        Administrative and support services,23575.7
17000,Illinois,67,        Waste management and remediation services,1631.5
17000,Illinois,68,"    Educational services, health care, and social assistance",63224.9
17000,Illinois,69,      Educational services,10036.8
17000,Illinois,70,      Health care and social assistance,53277.1
17000,Illinois,71,        Ambulatory health care services,23678.3
17000,Illinois,72,        Hospitals,20523.3
17000,Illinois,73,        Nursing and residential care facilities,5220.7
17000,Illinois,74,        Social assistance,3912
17000,Illinois,75,"    Arts, entertainment, recreation, accommodation, and food services",20030.2
17000,Illinois,76,"      Arts, entertainment, and recreation",5715.5
17000,Illinois,77,"        Performing arts, spectator sports, museums, and related activities",2852.5
17000,Illinois,78,"        Amusement, gambling, and recreation industries",2858.9
17000,Illinois,79,      Accommodation and food services,14308.9
17000,Illinois,80,        Accommodation,2911.4
17000,Illinois,81,        Food services and drinking places,11343
17000,Illinois,82,    Other services (except government and government enterprises),14511.5
17000,Illinois,83,  Government and government enterprises,69108.8
17000,Illinois,84,    Federal civilian,11720.7
17000,Illinois,85,    Military,3616.5
17000,Illinois,86,    State and local,53896.4
17000,Illinois,,Addenda:,
17000,Illinois,87,Natural resources and mining,11719.6
17000,Illinois,88,Trade,98368.4
17000,Illinois,89,Transportation and utilities,38948.4
17000,Illinois,90,Manufacturing and information,134033.8
17000,Illinois,91,Private goods-producing industries 2/,132241.4
17000,Illinois,92,Private services-providing industries 3/,536580
18000,Indiana,1,All industry total,329863.3
18000,Indiana,2,  Private industries,299048.3
18000,Indiana,3,"    Agriculture, forestry, fishing and hunting",6612.7
18000,Indiana,4,      Farms,6312.5
18000,Indiana,5,"      Forestry, fishing, and related activities",410.3
18000,Indiana,6,"    Mining, quarrying, and oil and gas extraction",1273.4
18000,Indiana,7,      Oil and gas extraction,64
18000,Indiana,8,      Mining (except oil and gas),1155.7
18000,Indiana,9,      Support activities for mining,53.3
18000,Indiana,10,    Utilities,6261.8
18000,Indiana,11,    Construction,12520.8
18000,Indiana,12,    Manufacturing,90345.6
18000,Indiana,13,      Durable goods manufacturing,52941.2
18000,Indiana,14,        Wood product manufacturing,899.5
18000,Indiana,15,        Nonmetallic mineral product manufacturing,1652.5
18000,Indiana,16,        Primary metal manufacturing,12372.6
18000,Indiana,17,        Fabricated metal product manufacturing,5435.4
18000,Indiana,18,        Machinery manufacturing,5102.2
18000,Indiana,19,        Computer and electronic product manufacturing,2400.9
18000,Indiana,20,"        Electrical equipment, appliance, and component manufacturing",885.2
18000,Indiana,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",16600.3
18000,Indiana,22,        Other transportation equipment manufacturing,1406.2
18000,Indiana,23,        Furniture and related product manufacturing,1871.6
18000,Indiana,24,        Miscellaneous manufacturing,4747
18000,Indiana,25,      Nondurable goods manufacturing,37349.3
18000,Indiana,26,        Food and beverage and tobacco product manufacturing,6161.1
18000,Indiana,27,        Textile mills and textile product mills,181.8
18000,Indiana,28,"        Apparel, leather, and allied product manufacturing",55.6
18000,Indiana,29,        Paper manufacturing,1215.1
18000,Indiana,30,        Printing and related support activities,1050.4
18000,Indiana,31,        Petroleum and coal products manufacturing,6799.6
18000,Indiana,32,        Chemical manufacturing,19381.2
18000,Indiana,33,        Plastics and rubber products manufacturing,3119.2
18000,Indiana,34,    Wholesale trade,18814.4
18000,Indiana,35,    Retail trade,19240.9
18000,Indiana,36,    Transportation and warehousing,10719.3
18000,Indiana,37,      Air transportation,267
18000,Indiana,38,      Rail transportation,1023.9
18000,Indiana,39,      Water transportation,200.8
18000,Indiana,40,      Truck transportation,4453.3
18000,Indiana,41,      Transit and ground passenger transportation,221.9
18000,Indiana,42,      Pipeline transportation,131.8
18000,Indiana,43,      Other transportation and support activities,1822.7
18000,Indiana,44,      Warehousing and storage,2747.1
18000,Indiana,45,    Information,6814.7
18000,Indiana,46,      Publishing industries (except Internet),1506
18000,Indiana,47,      Motion picture and sound recording industries,235.1
18000,Indiana,48,      Broadcasting (except Internet) and telecommunications,4095.9
18000,Indiana,49,"      Data processing, hosting, and other information services",996.3
18000,Indiana,50,"    Finance, insurance, real estate, rental, and leasing",51056.3
18000,Indiana,51,      Finance and insurance,17666.6
18000,Indiana,52,"        Monetary Authorities- central bank, credit intermediation, and related services",3408.9
18000,Indiana,53,"        Securities, commodity contracts, and other financial investments and related activities",1237
18000,Indiana,54,        Insurance carriers and related activities,12788.3
18000,Indiana,55,"        Funds, trusts, and other financial vehicles",350.7
18000,Indiana,56,      Real estate and rental and leasing,33320.7
18000,Indiana,57,        Real estate,30336.3
18000,Indiana,58,        Rental and leasing services and lessors of nonfinancial intangible assets,3100.2
18000,Indiana,59,    Professional and business services,29972
18000,Indiana,60,"      Professional, scientific, and technical services",15629.7
18000,Indiana,61,        Legal services,2010.7
18000,Indiana,62,        Computer systems design and related services,4094.9
18000,Indiana,63,"        Miscellaneous professional, scientific, and technical services",9674.4
18000,Indiana,64,      Management of companies and enterprises,5228.5
18000,Indiana,65,      Administrative and support and waste management and remediation services,9216.8
18000,Indiana,66,        Administrative and support services,8179.1
18000,Indiana,67,        Waste management and remediation services,1038.4
18000,Indiana,68,"    Educational services, health care, and social assistance",30781.4
18000,Indiana,69,      Educational services,2939.8
18000,Indiana,70,      Health care and social assistance,27895.1
18000,Indiana,71,        Ambulatory health care services,14392.1
18000,Indiana,72,        Hospitals,9165
18000,Indiana,73,        Nursing and residential care facilities,2849.9
18000,Indiana,74,        Social assistance,1550.2
18000,Indiana,75,"    Arts, entertainment, recreation, accommodation, and food services",8945.8
18000,Indiana,76,"      Arts, entertainment, and recreation",2699.5
18000,Indiana,77,"        Performing arts, spectator sports, museums, and related activities",1157
18000,Indiana,78,"        Amusement, gambling, and recreation industries",1541
18000,Indiana,79,      Accommodation and food services,6238.6
18000,Indiana,80,        Accommodation,952.3
18000,Indiana,81,        Food services and drinking places,5279.1
18000,Indiana,82,    Other services (except government and government enterprises),6278.9
18000,Indiana,83,  Government and government enterprises,30744.7
18000,Indiana,84,    Federal civilian,4957.8
18000,Indiana,85,    Military,1096.7
18000,Indiana,86,    State and local,24700.9
18000,Indiana,,Addenda:,
18000,Indiana,87,Natural resources and mining,7704.1
18000,Indiana,88,Trade,38046.1
18000,Indiana,89,Transportation and utilities,16963.9
18000,Indiana,90,Manufacturing and information,97180
18000,Indiana,91,Private goods-producing industries 2/,110613.6
18000,Indiana,92,Private services-providing industries 3/,188516.8
19000,Iowa,1,All industry total,169420.3
19000,Iowa,2,  Private industries,150624.6
19000,Iowa,3,"    Agriculture, forestry, fishing and hunting",11818.6
19000,Iowa,4,      Farms,11266.5
19000,Iowa,5,"      Forestry, fishing, and related activities",520.8
19000,Iowa,6,"    Mining, quarrying, and oil and gas extraction",505.8
19000,Iowa,7,      Oil and gas extraction,0
19000,Iowa,8,      Mining (except oil and gas),499
19000,Iowa,9,      Support activities for mining,6.7
19000,Iowa,10,    Utilities,3045.9
19000,Iowa,11,    Construction,6241.5
19000,Iowa,12,    Manufacturing,29257.8
19000,Iowa,13,      Durable goods manufacturing,16093.3
19000,Iowa,14,        Wood product manufacturing,781.3
19000,Iowa,15,        Nonmetallic mineral product manufacturing,706.5
19000,Iowa,16,        Primary metal manufacturing,1849.5
19000,Iowa,17,        Fabricated metal product manufacturing,1712.8
19000,Iowa,18,        Machinery manufacturing,6030.4
19000,Iowa,19,        Computer and electronic product manufacturing,2250.7
19000,Iowa,20,"        Electrical equipment, appliance, and component manufacturing",910.8
19000,Iowa,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",783.2
19000,Iowa,22,        Other transportation equipment manufacturing,206.7
19000,Iowa,23,        Furniture and related product manufacturing,657.2
19000,Iowa,24,        Miscellaneous manufacturing,568.2
19000,Iowa,25,      Nondurable goods manufacturing,13169.9
19000,Iowa,26,        Food and beverage and tobacco product manufacturing,6763.9
19000,Iowa,27,        Textile mills and textile product mills,51
19000,Iowa,28,"        Apparel, leather, and allied product manufacturing",67.2
19000,Iowa,29,        Paper manufacturing,478.4
19000,Iowa,30,        Printing and related support activities,484.1
19000,Iowa,31,        Petroleum and coal products manufacturing,432.8
19000,Iowa,32,        Chemical manufacturing,3851.2
19000,Iowa,33,        Plastics and rubber products manufacturing,1164.3
19000,Iowa,34,    Wholesale trade,9989.4
19000,Iowa,35,    Retail trade,9386.6
19000,Iowa,36,    Transportation and warehousing,4913.6
19000,Iowa,37,      Air transportation,26.3
19000,Iowa,38,      Rail transportation,697.2
19000,Iowa,39,      Water transportation,17.4
19000,Iowa,40,      Truck transportation,2503.7
19000,Iowa,41,      Transit and ground passenger transportation,90.6
19000,Iowa,42,      Pipeline transportation,79.6
19000,Iowa,43,      Other transportation and support activities,656.4
19000,Iowa,44,      Warehousing and storage,821
19000,Iowa,45,    Information,5086.5
19000,Iowa,46,      Publishing industries (except Internet),1439.9
19000,Iowa,47,      Motion picture and sound recording industries,113.3
19000,Iowa,48,      Broadcasting (except Internet) and telecommunications,2412.1
19000,Iowa,49,"      Data processing, hosting, and other information services",1130.6
19000,Iowa,50,"    Finance, insurance, real estate, rental, and leasing",39979.3
19000,Iowa,51,      Finance and insurance,23812.2
19000,Iowa,52,"        Monetary Authorities- central bank, credit intermediation, and related services",5009.7
19000,Iowa,53,"        Securities, commodity contracts, and other financial investments and related activities",554.8
19000,Iowa,54,        Insurance carriers and related activities,18638.9
19000,Iowa,55,"        Funds, trusts, and other financial vehicles",63.8
19000,Iowa,56,      Real estate and rental and leasing,16047.8
19000,Iowa,57,        Real estate,14950.2
19000,Iowa,58,        Rental and leasing services and lessors of nonfinancial intangible assets,1072.4
19000,Iowa,59,    Professional and business services,12115.3
19000,Iowa,60,"      Professional, scientific, and technical services",5988.1
19000,Iowa,61,        Legal services,821
19000,Iowa,62,        Computer systems design and related services,1610.2
19000,Iowa,63,"        Miscellaneous professional, scientific, and technical services",3622.8
19000,Iowa,64,      Management of companies and enterprises,2906.4
19000,Iowa,65,      Administrative and support and waste management and remediation services,3312.6
19000,Iowa,66,        Administrative and support services,3029.4
19000,Iowa,67,        Waste management and remediation services,283.6
19000,Iowa,68,"    Educational services, health care, and social assistance",12039
19000,Iowa,69,      Educational services,1324.9
19000,Iowa,70,      Health care and social assistance,10731.4
19000,Iowa,71,        Ambulatory health care services,5544.2
19000,Iowa,72,        Hospitals,2601.6
19000,Iowa,73,        Nursing and residential care facilities,1762.9
19000,Iowa,74,        Social assistance,865.1
19000,Iowa,75,"    Arts, entertainment, recreation, accommodation, and food services",3492.5
19000,Iowa,76,"      Arts, entertainment, and recreation",759.6
